ID;Site;Genus;X2013;X2014;X2015;X2016;X2017;Habitat_type
Pocillopora121;FR40;Pocillopora;Alive;Alive;Alive;Alive;Alive;Consolidated
Pocillopora122;FR40;Pocillopora;Alive;Alive;Alive;Alive;Dead;Consolidated
Pocillopora123;FR40;Pocillopora;Alive;Dead;Dead;Dead;Dead;Consolidated
Pocillopora124;FR40;Pocillopora;Alive;Alive;Lost;Lost;Lost;Consolidated
Pocillopora125;FR40;Pocillopora;Alive;Alive;Lost;Lost;Lost;Consolidated
Pocillopora126;FR40;Pocillopora;Alive;Dead;Dead;Dead;Dead;Consolidated
Pocillopora127;FR40;Pocillopora;Alive;Dead;Dead;Dead;Dead;Consolidated
Pocillopora128;FR40;Pocillopora;Alive;Alive;Dead;Dead;Dead;Unconsolidated
Pocillopora129;FR40;Pocillopora;Alive;Alive;Dead;Dead;Dead;Unconsolidated
Pocillopora130;FR40;Pocillopora;Alive;Dead;Dead;Dead;Dead;Consolidated
Pocillopora132;FR40;Pocillopora;Alive;Lost;Lost;Lost;Lost;Unconsolidated
Pocillopora133;FR40;Pocillopora;Alive;Dead;Dead;Dead;Dead;Consolidated
Pocillopora134;FR40;Pocillopora;Alive;Alive;Alive;Alive;Lost;Consolidated
Pocillopora135;FR40;Pocillopora;Alive;Alive;Dead;Dead;Dead;Consolidated
Pocillopora136;FR40;Pocillopora;Alive;Alive;Lost;Lost;Lost;Consolidated
Pocillopora137;FR40;Pocillopora;Alive;Lost;Lost;Lost;Lost;Consolidated
Pocillopora138;FR40;Pocillopora;Alive;Alive;Dead;Dead;Dead;Consolidated
Pocillopora139;FR40;Pocillopora;Alive;Alive;Dead;Dead;Dead;Consolidated
Pocillopora140;FR40;Pocillopora;Alive;Alive;Alive;Dead;Dead;Unconsolidated
Pocillopora141;FR40;Pocillopora;Alive;Alive;Alive;Alive;Dead;Consolidated
Pocillopora142;FR40;Pocillopora;Alive;Alive;Alive;Alive;Alive;Consolidated
Pocillopora58;FR40;Pocillopora;Alive;Alive;Lost;Lost;Lost;Consolidated
Pocillopora60;FR40;Pocillopora;Alive;Alive;Alive;Alive;Alive;Consolidated
Pocillopora61;FR40;Pocillopora;Alive;Alive;Dead;Dead;Dead;Consolidated
Pocillopora62;FR40;Pocillopora;Alive;Alive;Lost;Lost;Lost;Consolidated
Pocillopora63;FR40;Pocillopora;Alive;Alive;Dead;Dead;Dead;Consolidated
Pocillopora64;FR40;Pocillopora;Alive;Dead;Dead;Dead;Dead;Consolidated
Pocillopora65;FR40;Pocillopora;Alive;Lost;Lost;Lost;Lost;Consolidated
Pocillopora66;FR40;Pocillopora;Alive;Alive;Alive;Alive;Alive;Unconsolidated
Pocillopora67;FR40;Pocillopora;Alive;Alive;Dead;Dead;Dead;Unconsolidated
Pocillopora68;FR40;Pocillopora;Alive;Alive;Alive;Alive;Dead;Consolidated
Pocillopora69;FR40;Pocillopora;Alive;Alive;Alive;Alive;Alive;Unconsolidated
Pocillopora70;FR40;Pocillopora;Alive;Alive;Dead;Dead;Dead;Consolidated
Pocillopora71;FR40;Pocillopora;Alive;Alive;Dead;Dead;Dead;Consolidated
Pocillopora72;FR40;Pocillopora;Alive;Dead;Dead;Dead;Dead;Consolidated
Pocillopora73;FR40;Pocillopora;Alive;Dead;Dead;Dead;Dead;Consolidated
Pocillopora74;FR40;Pocillopora;Alive;Dead;Dead;Dead;Dead;Consolidated
Pocillopora75;FR40;Pocillopora;Alive;Alive;Alive;Alive;Dead;Consolidated
Pocillopora76;FR40;Pocillopora;Alive;Dead;Dead;Dead;Dead;Consolidated
Pocillopora77;FR40;Pocillopora;Alive;Alive;Alive;Dead;Dead;Unconsolidated
Pocillopora78;FR40;Pocillopora;Alive;Lost;Lost;Lost;Lost;Consolidated
Pocillopora79;FR40;Pocillopora;Alive;Dead;Dead;Dead;Dead;Unconsolidated
Pocillopora80;FR40;Pocillopora;Alive;Lost;Lost;Lost;Lost;Unconsolidated
Pocillopora81;FR40;Pocillopora;Alive;Alive;Alive;Alive;Alive;Unconsolidated
Pocillopora82;FR40;Pocillopora;Alive;Alive;Dead;Dead;Dead;Consolidated
Pocillopora83;FR40;Pocillopora;Alive;Alive;Alive;Alive;Alive;Consolidated
Pocillopora84;FR40;Pocillopora;Alive;Alive;Alive;Alive;Dead;Consolidated
Pocillopora85;FR40;Pocillopora;Alive;Dead;Dead;Dead;Dead;Unconsolidated
Pocillopora86;FR40;Pocillopora;Alive;Dead;Dead;Dead;Dead;Consolidated
Pocillopora87;FR40;Pocillopora;Alive;Dead;Dead;Dead;Dead;Unconsolidated
Pocillopora88;FR40;Pocillopora;Alive;Alive;Alive;Alive;Lost;Unconsolidated
Pocillopora89;FR40;Pocillopora;Alive;Alive;Dead;Dead;Dead;Unconsolidated
Pocillopora90;FR40;Pocillopora;Alive;Alive;Alive;Lost;Lost;Unconsolidated
Pocillopora91;FR40;Pocillopora;Alive;Alive;Alive;Alive;Dead;Unconsolidated
Pocillopora92;FR40;Pocillopora;Alive;Lost;Lost;Lost;Lost;Consolidated
Pocillopora93;FR40;Pocillopora;Alive;Alive;Alive;Dead;Dead;Unconsolidated
Pocillopora94;FR40;Pocillopora;Alive;Alive;Dead;Dead;Dead;Consolidated
Pocillopora95;FR40;Pocillopora;Alive;Dead;Dead;Dead;Dead;Consolidated
Pocillopora96;FR40;Pocillopora;Alive;Dead;Dead;Dead;Dead;Consolidated
Pocillopora97;FR40;Pocillopora;Alive;Alive;Lost;Lost;Lost;Unconsolidated
Pocillopora98;FR40;Pocillopora;Alive;Lost;Lost;Lost;Lost;Consolidated
Pocillopora99;FR40;Pocillopora;Alive;Alive;Alive;Alive;Alive;Consolidated
Porites16;FR40;Porites;Alive;Alive;Dead;Dead;Dead;Consolidated
Porites17;FR40;Porites;Alive;Lost;Lost;Lost;Lost;Consolidated
Porites18;FR40;Porites;Alive;Lost;Lost;Lost;Lost;Consolidated
Porites19;FR40;Porites;Alive;Lost;Lost;Lost;Lost;Unconsolidated
Porites20;FR40;Porites;Alive;Alive;Alive;Alive;Alive;Unconsolidated
Porites21;FR40;Porites;Alive;Lost;Lost;Lost;Lost;Consolidated
Goniastrea1;FR69;Goniastrea;Alive;Alive;Alive;Alive;Alive;Consolidated
Goniastrea2;FR69;Goniastrea;Alive;Alive;Alive;Alive;Alive;Consolidated
Goniastrea3;FR69;Goniastrea;Alive;Alive;Alive;Alive;Alive;Unconsolidated
Goniastrea4;FR69;Goniastrea;Alive;Alive;Alive;Alive;Alive;Consolidated
Goniastrea5;FR69;Goniastrea;Alive;Alive;Alive;Alive;Alive;Consolidated
Goniastrea6;FR69;Goniastrea;Alive;Alive;Alive;Alive;Alive;Consolidated
Goniastrea7;FR69;Goniastrea;Alive;Lost;Lost;Lost;Lost;Unconsolidated
Favites1;FR69;Favites;Alive;Alive;Alive;Alive;Alive;Consolidated
Favites2;FR69;Favites;Alive;Lost;Lost;Lost;Lost;Consolidated
Favites3;FR69;Favites;Alive;Alive;Alive;Alive;Alive;Consolidated
Hydnophora1;FR69;Hydnophora;Alive;Alive;Alive;Alive;Alive;Consolidated
Hydnophora2;FR69;Hydnophora;Alive;Alive;Alive;Alive;Alive;Unconsolidated
Hydnophora3;FR69;Hydnophora;Alive;Lost;Lost;Lost;Lost;Consolidated
Hydnophora4;FR69;Hydnophora;Alive;Alive;Alive;Alive;Alive;Consolidated
Hydnophora5;FR69;Hydnophora;Alive;Alive;Alive;Alive;Alive;Consolidated
Hydnophora6;FR69;Hydnophora;Alive;Alive;Alive;Alive;Alive;Consolidated
Hydnophora7;FR69;Hydnophora;Alive;Alive;Alive;Alive;Alive;Consolidated
Hydnophora8;FR69;Hydnophora;Alive;Alive;Alive;Alive;Alive;Consolidated
Hydnophora9;FR69;Hydnophora;Alive;Alive;Alive;Alive;Dead;Consolidated
Leptastrea1;FR69;Leptastrea;Alive;Alive;Alive;Lost;Lost;Consolidated
Leptastrea2;FR69;Leptastrea;Alive;Lost;Lost;Lost;Lost;Consolidated
Astrea1;FR69;Astrea;Alive;Alive;Alive;Alive;Alive;Unconsolidated
Astrea10;FR69;Astrea;Alive;Alive;Alive;Alive;Alive;Consolidated
Astrea11;FR69;Astrea;Alive;Alive;Alive;Alive;Alive;Consolidated
Astrea12;FR69;Astrea;Alive;Alive;Alive;Alive;Alive;Consolidated
Astrea13;FR69;Astrea;Alive;Alive;Alive;Alive;Alive;Unconsolidated
Astrea15;FR69;Astrea;Alive;Alive;Alive;Dead;Dead;Consolidated
Astrea16;FR69;Astrea;Alive;Alive;Alive;Alive;Alive;Consolidated
Astrea17;FR69;Astrea;Alive;Alive;Alive;Alive;Dead;Consolidated
Astrea18;FR69;Astrea;Alive;Alive;Alive;Alive;Alive;Consolidated
Astrea19;FR69;Astrea;Alive;Alive;Alive;Alive;Alive;Consolidated
Astrea2;FR69;Astrea;Alive;Alive;Alive;Alive;Alive;Consolidated
Astrea3;FR69;Astrea;Alive;Alive;Alive;Alive;Alive;Consolidated
Astrea4;FR69;Astrea;Alive;Lost;Lost;Lost;Lost;Consolidated
Astrea5;FR69;Astrea;Alive;Lost;Lost;Lost;Lost;Consolidated
Astrea6;FR69;Astrea;Alive;Alive;Alive;Alive;Alive;Consolidated
Astrea7;FR69;Astrea;Alive;Alive;Alive;Alive;Alive;Unconsolidated
Astrea8;FR69;Astrea;Alive;Alive;Alive;Alive;Alive;Unconsolidated
Pavona1;FR69;Pavona;Alive;Lost;Lost;Lost;Lost;Consolidated
Pavona10;FR69;Pavona;Alive;Lost;Lost;Lost;Lost;Consolidated
Pavona11;FR69;Pavona;Alive;Alive;Lost;Lost;Lost;Consolidated
Pavona12;FR69;Pavona;Alive;Alive;Alive;Lost;Lost;Unconsolidated
Pavona13;FR69;Pavona;Alive;Lost;Lost;Lost;Lost;Consolidated
Pavona2;FR69;Pavona;Alive;Alive;Alive;Alive;Alive;Consolidated
Pavona4;FR69;Pavona;Alive;Lost;Lost;Lost;Lost;Consolidated
Pavona5;FR69;Pavona;Alive;Lost;Lost;Lost;Lost;Consolidated
Pavona6;FR69;Pavona;Alive;Lost;Lost;Lost;Lost;Consolidated
Pavona7;FR69;Pavona;Alive;Lost;Lost;Lost;Lost;Unconsolidated
Pavona8;FR69;Pavona;Alive;Lost;Lost;Lost;Lost;Consolidated
Pavona9;FR69;Pavona;Alive;Alive;Alive;Alive;Alive;Consolidated
Pocillopora1;FR69;Pocillopora;Alive;Alive;Lost;Lost;Lost;Consolidated
Pocillopora10;FR69;Pocillopora;Alive;Alive;Alive;Dead;Dead;Consolidated
Pocillopora12;FR69;Pocillopora;Alive;Alive;Alive;Alive;Alive;Consolidated
Pocillopora14;FR69;Pocillopora;Alive;Alive;Alive;Alive;Alive;Consolidated
Pocillopora15;FR69;Pocillopora;Alive;Alive;Alive;Alive;Alive;Consolidated
Pocillopora16;FR69;Pocillopora;Alive;Alive;Alive;Alive;Lost;Consolidated
Pocillopora17;FR69;Pocillopora;Alive;Dead;Dead;Dead;Dead;Consolidated
Pocillopora18;FR69;Pocillopora;Alive;Alive;Alive;Dead;Dead;Consolidated
Pocillopora19;FR69;Pocillopora;Alive;Dead;Dead;Dead;Dead;Consolidated
Pocillopora2;FR69;Pocillopora;Alive;Alive;Alive;Alive;Dead;Consolidated
Pocillopora20;FR69;Pocillopora;Alive;Dead;Dead;Dead;Dead;Consolidated
Pocillopora22;FR69;Pocillopora;Alive;Dead;Dead;Dead;Dead;Unconsolidated
Pocillopora23;FR69;Pocillopora;Alive;Alive;Alive;Alive;Alive;Consolidated
Pocillopora24;FR69;Pocillopora;Alive;Dead;Dead;Dead;Dead;Consolidated
Pocillopora25;FR69;Pocillopora;Alive;Alive;Alive;Alive;Alive;Consolidated
Pocillopora26;FR69;Pocillopora;Alive;Alive;Alive;Alive;Alive;Consolidated
Pocillopora4;FR69;Pocillopora;Alive;Lost;Lost;Lost;Lost;Consolidated
Pocillopora5;FR69;Pocillopora;Alive;Alive;Alive;Alive;Alive;Consolidated
Pocillopora6;FR69;Pocillopora;Alive;Lost;Lost;Lost;Lost;Consolidated
Pocillopora7;FR69;Pocillopora;Alive;Alive;Alive;Alive;Alive;Consolidated
Pocillopora8;FR69;Pocillopora;Alive;Dead;Dead;Dead;Dead;Consolidated
Pocillopora9;FR69;Pocillopora;Alive;Alive;Alive;Alive;Dead;Consolidated
Porites1;FR69;Porites;Alive;Lost;Lost;Lost;Lost;Consolidated
Porites10;FR69;Porites;Alive;Lost;Lost;Lost;Lost;Consolidated
Porites3;FR69;Porites;Alive;Lost;Lost;Lost;Lost;Consolidated
Porites4;FR69;Porites;Alive;Lost;Lost;Lost;Lost;Consolidated
Porites5;FR69;Porites;Alive;Lost;Lost;Lost;Lost;Consolidated
Porites7;FR69;Porites;Alive;Dead;Dead;Dead;Dead;Consolidated
Porites9;FR69;Porites;Alive;Lost;Lost;Lost;Lost;Consolidated
Turbinaria1;FR69;Turbinaria;Alive;Alive;Alive;Alive;Alive;Consolidated
Acropora14;FR9;Acropora;Alive;Lost;Lost;Lost;Lost;Consolidated
Acropora15;FR9;Acropora;Alive;Alive;Lost;Lost;Lost;Consolidated
Goniastrea45;FR9;Goniastrea;Alive;Alive;Dead;Dead;Dead;Consolidated
Goniastrea46;FR9;Goniastrea;Alive;Alive;Alive;Alive;Alive;Consolidated
Goniastrea47;FR9;Goniastrea;Alive;Alive;Alive;Alive;Alive;Consolidated
Goniastrea48;FR9;Goniastrea;Alive;Alive;Lost;Lost;Lost;Consolidated
Goniastrea49;FR9;Goniastrea;Alive;Alive;Alive;Alive;Alive;Unconsolidated
Goniastrea50;FR9;Goniastrea;Alive;Alive;Alive;Alive;Alive;Consolidated
Goniastrea51;FR9;Goniastrea;Alive;Dead;Dead;Dead;Dead;Consolidated
Goniastrea52;FR9;Goniastrea;Alive;Dead;Dead;Dead;Dead;Unconsolidated
Favites15;FR9;Favites;Alive;Dead;Dead;Dead;Dead;Consolidated
Hydnophora45;FR9;Hydnophora;Alive;Dead;Dead;Dead;Dead;Consolidated
Astrea43;FR9;Astrea;Alive;Alive;Alive;Alive;Alive;Consolidated
Astrea44;FR9;Astrea;Alive;Alive;Alive;Dead;Dead;Unconsolidated
Astrea45;FR9;Astrea;Alive;Alive;Alive;Alive;Alive;Consolidated
Astrea46;FR9;Astrea;Alive;Alive;Alive;Alive;Alive;Consolidated
Astrea47;FR9;Astrea;Alive;Alive;Dead;Dead;Dead;Consolidated
Astrea48;FR9;Astrea;Alive;Lost;Lost;Lost;Lost;Consolidated
Pavona61;FR9;Pavona;Alive;Lost;Lost;Lost;Lost;Consolidated
Pavona63;FR9;Pavona;Alive;Alive;Alive;Alive;Alive;Consolidated
Pavona64;FR9;Pavona;Alive;Alive;Alive;Alive;Alive;Consolidated
Pavona65;FR9;Pavona;Alive;Alive;Alive;Alive;Alive;Unconsolidated
Pocillopora158;FR9;Pocillopora;Alive;Lost;Lost;Lost;Lost;Consolidated
Pocillopora159;FR9;Pocillopora;Alive;Lost;Lost;Lost;Lost;Consolidated
Pocillopora160;FR9;Pocillopora;Alive;Alive;Alive;Dead;Dead;Consolidated
Pocillopora161;FR9;Pocillopora;Alive;Alive;Alive;Alive;Alive;Consolidated
Pocillopora162;FR9;Pocillopora;Alive;Alive;Alive;Alive;Alive;Consolidated
Pocillopora163;FR9;Pocillopora;Alive;Dead;Dead;Dead;Dead;Consolidated
Pocillopora164;FR9;Pocillopora;Alive;Alive;Alive;Alive;Alive;Consolidated
Pocillopora165;FR9;Pocillopora;Alive;Alive;Alive;Alive;Alive;Unconsolidated
Pocillopora166;FR9;Pocillopora;Alive;Alive;Alive;Alive;Alive;Consolidated
Pocillopora167;FR9;Pocillopora;Alive;Alive;Lost;Lost;Lost;Consolidated
Pocillopora168;FR9;Pocillopora;Alive;Alive;Lost;Lost;Lost;Unconsolidated
Pocillopora169;FR9;Pocillopora;Alive;Alive;Alive;Alive;Alive;Unconsolidated
Pocillopora171;FR9;Pocillopora;Alive;Dead;Dead;Dead;Dead;Consolidated
Pocillopora172;FR9;Pocillopora;Alive;Dead;Dead;Dead;Dead;Unconsolidated
Pocillopora173;FR9;Pocillopora;Alive;Alive;Alive;Alive;Alive;Consolidated
Pocillopora174;FR9;Pocillopora;Alive;Alive;Alive;Alive;Alive;Unconsolidated
Pocillopora175;FR9;Pocillopora;Alive;Alive;Alive;Alive;Alive;Unconsolidated
Pocillopora176;FR9;Pocillopora;Alive;Alive;Alive;Alive;Alive;Consolidated
Pocillopora177;FR9;Pocillopora;Alive;Dead;Dead;Dead;Dead;Consolidated
Pocillopora178;FR9;Pocillopora;Alive;Alive;Alive;Alive;Alive;Consolidated
Porites23;FR9;Porites;Alive;Alive;Lost;Lost;Lost;Unconsolidated
Stylophora100;FR9;Stylophora;Alive;Alive;Alive;Alive;Alive;Consolidated
Stylophora101;FR9;Stylophora;Alive;Alive;Alive;Alive;Alive;Consolidated
Stylophora102;FR9;Stylophora;Alive;Dead;Dead;Dead;Dead;Consolidated
Stylophora103;FR9;Stylophora;Alive;Alive;Alive;Dead;Dead;Consolidated
Stylophora104;FR9;Stylophora;Alive;Alive;Alive;Alive;Alive;Consolidated
Stylophora105;FR9;Stylophora;Alive;Lost;Lost;Lost;Lost;Unconsolidated
Stylophora106;FR9;Stylophora;Alive;Lost;Lost;Lost;Lost;Unconsolidated
Stylophora107;FR9;Stylophora;Alive;Alive;Dead;Dead;Dead;Unconsolidated
Stylophora108;FR9;Stylophora;Alive;Lost;Lost;Lost;Lost;Unconsolidated
Stylophora109;FR9;Stylophora;Alive;Alive;Dead;Dead;Dead;Consolidated
Stylophora110;FR9;Stylophora;Alive;Alive;Lost;Lost;Lost;Consolidated
Stylophora111;FR9;Stylophora;Alive;Alive;Alive;Alive;Alive;Consolidated
Stylophora112;FR9;Stylophora;Alive;Alive;Alive;Alive;Dead;Consolidated
Stylophora113;FR9;Stylophora;Alive;Alive;Alive;Alive;Alive;Unconsolidated
Stylophora114;FR9;Stylophora;Alive;Alive;Alive;Alive;Alive;Unconsolidated
Stylophora115;FR9;Stylophora;Alive;Alive;Alive;Dead;Dead;Consolidated
Stylophora116;FR9;Stylophora;Alive;Alive;Alive;Alive;Alive;Consolidated
Stylophora117;FR9;Stylophora;Alive;Alive;Dead;Dead;Dead;Consolidated
Stylophora118;FR9;Stylophora;Alive;Alive;Alive;Alive;Alive;Consolidated
Stylophora119;FR9;Stylophora;Alive;Alive;Alive;Dead;Dead;Consolidated
Stylophora120;FR9;Stylophora;Alive;Dead;Dead;Dead;Dead;Consolidated
Stylophora121;FR9;Stylophora;Alive;Alive;Lost;Lost;Lost;Consolidated
Stylophora122;FR9;Stylophora;Alive;Alive;Dead;Dead;Dead;Consolidated
Stylophora123;FR9;Stylophora;Alive;Alive;Alive;Alive;Alive;Consolidated
Stylophora124;FR9;Stylophora;Alive;Alive;Dead;Dead;Dead;Consolidated
Stylophora125;FR9;Stylophora;Alive;Alive;Alive;Alive;Alive;Consolidated
Stylophora50;FR9;Stylophora;Alive;Alive;Alive;Alive;Alive;Consolidated
Stylophora51;FR9;Stylophora;Alive;Lost;Lost;Lost;Lost;Consolidated
Stylophora52;FR9;Stylophora;Alive;Alive;Lost;Lost;Lost;Consolidated
Stylophora53;FR9;Stylophora;Alive;Lost;Lost;Lost;Lost;Consolidated
Stylophora54;FR9;Stylophora;Alive;Lost;Lost;Lost;Lost;Consolidated
Stylophora55;FR9;Stylophora;Alive;Lost;Lost;Lost;Lost;Consolidated
Stylophora56;FR9;Stylophora;Alive;Alive;Alive;Alive;Alive;Consolidated
Stylophora57;FR9;Stylophora;Alive;Dead;Dead;Dead;Dead;Consolidated
Stylophora58;FR9;Stylophora;Alive;Alive;Alive;Alive;Alive;Consolidated
Stylophora59;FR9;Stylophora;Alive;Alive;Alive;Alive;Alive;Consolidated
Stylophora60;FR9;Stylophora;Alive;Alive;Alive;Alive;Alive;Consolidated
Stylophora61;FR9;Stylophora;Alive;Alive;Alive;Alive;Alive;Unconsolidated
Stylophora62;FR9;Stylophora;Alive;Lost;Lost;Lost;Lost;Consolidated
Stylophora63;FR9;Stylophora;Alive;Dead;Dead;Dead;Dead;Consolidated
Stylophora64;FR9;Stylophora;Alive;Alive;Dead;Dead;Dead;Unconsolidated
Stylophora65;FR9;Stylophora;Alive;Lost;Lost;Lost;Lost;Unconsolidated
Stylophora66;FR9;Stylophora;Alive;Alive;Lost;Lost;Lost;Consolidated
Stylophora67;FR9;Stylophora;Alive;Alive;Alive;Alive;Alive;Consolidated
Stylophora68;FR9;Stylophora;Alive;Alive;Alive;Dead;Dead;Consolidated
Stylophora69;FR9;Stylophora;Alive;Alive;Dead;Dead;Dead;Consolidated
Stylophora70;FR9;Stylophora;Alive;Lost;Lost;Lost;Lost;Unconsolidated
Stylophora71;FR9;Stylophora;Alive;Lost;Lost;Lost;Lost;Consolidated
Stylophora72;FR9;Stylophora;Alive;Alive;Alive;Alive;Alive;Consolidated
Stylophora73;FR9;Stylophora;Alive;Alive;Lost;Lost;Lost;Consolidated
Stylophora74;FR9;Stylophora;Alive;Alive;Alive;Dead;Dead;Consolidated
Stylophora75;FR9;Stylophora;Alive;Alive;Lost;Lost;Lost;Consolidated
Stylophora76;FR9;Stylophora;Alive;Lost;Lost;Lost;Lost;Consolidated
Stylophora77;FR9;Stylophora;Alive;Dead;Dead;Dead;Dead;Consolidated
Stylophora78;FR9;Stylophora;Alive;Dead;Dead;Dead;Dead;Consolidated
Stylophora79;FR9;Stylophora;Alive;Lost;Lost;Lost;Lost;Consolidated
Stylophora80;FR9;Stylophora;Alive;Alive;Lost;Lost;Lost;Consolidated
Stylophora81;FR9;Stylophora;Alive;Alive;Alive;Dead;Dead;Consolidated
Stylophora82;FR9;Stylophora;Alive;Dead;Dead;Dead;Dead;Consolidated
Stylophora83;FR9;Stylophora;Alive;Dead;Dead;Dead;Dead;Consolidated
Stylophora84;FR9;Stylophora;Alive;Alive;Alive;Dead;Dead;Consolidated
Stylophora85;FR9;Stylophora;Alive;Lost;Lost;Lost;Lost;Consolidated
Stylophora86;FR9;Stylophora;Alive;Alive;Alive;Alive;Alive;Consolidated
Stylophora90;FR9;Stylophora;Alive;Dead;Dead;Dead;Dead;Consolidated
Stylophora91;FR9;Stylophora;Alive;Alive;Alive;Dead;Dead;Consolidated
Stylophora92;FR9;Stylophora;Alive;Alive;Alive;Alive;Alive;Consolidated
Stylophora93;FR9;Stylophora;Alive;Alive;Dead;Dead;Dead;Consolidated
Stylophora94;FR9;Stylophora;Alive;Alive;Alive;Dead;Dead;Unconsolidated
Stylophora95;FR9;Stylophora;Alive;Alive;Alive;Alive;Alive;Unconsolidated
Stylophora96;FR9;Stylophora;Alive;Alive;Alive;Alive;Alive;Consolidated
Stylophora97;FR9;Stylophora;Alive;Alive;Dead;Dead;Dead;Consolidated
Stylophora98;FR9;Stylophora;Alive;Alive;Alive;Alive;Alive;Consolidated
Stylophora99;FR9;Stylophora;Alive;Alive;Dead;Dead;Dead;Unconsolidated
Turbinaria2;FR9;Turbinaria;Alive;Lost;Lost;Lost;Lost;Consolidated
Turbinaria3;FR9;Turbinaria;Alive;Alive;Alive;Alive;Alive;Unconsolidated
Turbinaria4;FR9;Turbinaria;Alive;Alive;Dead;Dead;Dead;Consolidated
Turbinaria5;FR9;Turbinaria;Alive;Alive;Alive;Alive;Alive;Consolidated
